Taxon Name,L001-001-981789527_S1,L001-002-232189519_S2,L001-003-981791405_S3,L001-004-981791340_S4,L001-005-232196117_S5,L001-006-232196145_S6,L001-007-232196139_S7,L001-012-NTC-RPIP-LT001_S12
Sinobacteraceae bacterium,,,,,2.9213075,0.163382,0.1281843,
Brevundimonas sp. 12-68-7,,,,,,0.163382,,
Pseudomonas sp. 34-62-33,,,,,,0.163382,,
Acinetobacter sp. ANC 3813,,63.8074961,,,,0.163382,,
Sphingobium sp. LB126,,,,,,0.163382,,
Shewanella carassii,,,,,,0.163382,,
Cordyceps sp. RAO-2017,,,,,,0.163382,,
Pseudomonas virus SN,,,,,,0.163382,,
Malassezia vespertilionis,,,,,,0.163382,,
Enterobacter cloacae complex sp.,,,,,0.1718416,0.163382,,
Pelagibacterium lentulum,,,,,,0.163382,,
Lactobacillus sp. UMNPBX3,,,,,,0.163382,,
Pseudomonas sp. MR 02,,,,,,0.163382,,
Methylocystaceae bacterium,,,0.396453,,0.1718416,0.163382,0.384553,
Klebsiella grimontii,,,0.264302,,0.1718416,0.163382,,
Pseudomonas sp. MWU12-2312b,,,,,,0.163382,0.1281843,
Citrobacter freundii complex sp. CFNIH5,,,,,,0.163382,,
Citrobacter freundii complex sp. CFNIH8,,1.3362826,3.9645297,,0.8592081,0.163382,6.1528477,
Escherichia sp. MOD1-EC5495,,,,,,0.163382,,
Plantactinospora sp. BC1,,,,,,0.163382,,
Nissabacter sp. SGAir0207,,,,,,0.163382,,
Agromyces sp. OV415,,,,,,0.163382,,
Tardiphaga sp. CF115,,,,,,0.163382,,
Pseudomonas sp. LB-090624,,,,,847.5228687,0.163382,48.966413,
Pseudomonas sp. AFG_SD02_1510_Pfu_092,,,,,0.5155249,0.163382,70.7577486,
Pyrrhoderma noxium,,,,,,0.163382,,
Pseudomonas phage E79,,,,,,0.163382,,
Clostridium sp. AF12-41,,0.3340707,,,0.1718416,0.163382,,
Neoactinobaculum massilliense,,,0.7929059,,0.1718416,0.163382,,
Pseudomonas leptonychotis,,0.3340707,,,,0.163382,,
Granulicella sp. GAS466,,,,,,0.163382,,
Curtobacterium sp. PhB115,,,,,,0.163382,,
Pseudomonas sp. KU43P,,,,,2.5776243,0.163382,8.9729029,
Tessaracoccus sp. OH4464_COT-324,,,,,,0.163382,,
Pseudomonas hydrolytica,,,,,,0.163382,0.1281843,
Pseudomonas phage PA01,,,,,,0.163382,,
Methylobacterium sp. TER-1,,,,,0.1718416,0.163382,,
Leucothrix sargassi,,,,,0.8592081,0.163382,,
Clostridium sp. JN-9,,,,,,0.163382,,
Pseudomonas sp. SNU WT1,,,,,0.1718416,0.163382,0.1281843,
Microbacterium sp. 3H14,,,,,2.7494659,0.163382,,
Pseudomonas virus PA5,,,,,,0.163382,,
Pseudomonas phage S50,,,,,,0.163382,,
Pseudomonas sp. DE0010,,,,,,0.163382,,
Azohydromonas sp. 13393,,,,,,0.163382,,
Amycolatopsis acidicola,,,,,,0.163382,,
Pseudomonas sp. CAH-1,,,,,19.9336279,0.163382,21.2785983,
Rathayibacter sp. VKM Ac-2759,,,,,,0.163382,,
Microbacterium algeriense,,,,,0.1718416,0.163382,,
Pseudomonas sp. EMN2,,,,,0.5155249,0.163382,,
Acinetobacter sp. YIM 103518,,0.6681413,,,,0.163382,,
Pseudomonas sp. ODNR1LW,,4.3429186,,,,0.163382,,
Corynebacterium sp. 4H37-19,,,0.132151,,,0.163382,,
Acidovorax sp. YL-MeA13-2016,,,,,,0.163382,,
Pseudomonas sp. CM27,,,,,1.374733,0.163382,0.2563687,
Flavisolibacter sp. BT320,,,,,,0.163382,,
Pseudomonas sp. SWRI10,,,,,146.5809017,0.163382,25.5086811,
Lacibacter sp. S13-6-6,,,,,,0.163382,,
Pseudomonas phage PASA16,,,,,,0.163382,,
Achromobacter sp. ASV32,,,,,,0.163382,,
Enterobacter sp.,,,,,0.8592081,,0.384553,
uncultured soil bacterium,,0.6681413,,,0.3436832,,,
Panicum hallii,,,,,0.3436832,,,
Pseudomonas sp. GM21,,,,,280.7892067,,,
Microbacterium sp. CBA3102,,,,,1.7184162,,0.1281843,
Megalopta genalis,,157.0132102,,,130.9433143,,,
uncultured Pseudomonas sp.,,2.004424,,,0.1718416,,,
Andreprevotia sp. IGB-42,,,,,90.5605336,,,
Pseudomonas cremoricolorata,,,,,58.769834,,0.6409216,
Talaromyces trachyspermus,,,44.0062796,,47.9438119,,,
Sphingobium sp. LF-16,,,,,0.1718416,,,
Escherichia sp. E4385,,,,,38.8362061,,,
Enterobacter mori,,,0.396453,,32.3062245,,1.1536589,
bacterium,,0.3340707,,,0.3436832,,,
Achromobacter sp.,,0.6681413,,,0.3436832,,,
Microbacterium sp. Nx66,,,,,0.6873665,,,
Pantoea sp. Cy-639,,0.3340707,,,26.1199262,,,
Pseudomonas sp. Chol1,,0.3340707,,,25.2607181,,,
Pseudomonas sp. SWI36,,0.3340707,,,25.0888765,,0.6409216,
Escherichia sp. 93.0750,,,,,24.5733516,,59.6057121,
Dickeya zeae,,,,,0.1718416,,,
Pseudomonas azotoformans,,46387.3814892,,,19.7617863,,,
Pseudomonas multiresinivorans,,,,,2.4057827,,0.2563687,
Bordetella parapertussis,,,,,0.3436832,,0.1281843,
Paenibacillus sp. VMFN-D1,,,,,15.1220625,,,
Pseudomonas sp. GTC 16481,,,,,14.7783793,,0.1281843,
Salmonella bongori,,,,,0.1718416,,,
Pseudomonas sp. MB-090624,,,,,14.4346961,,3.4609768,
Pseudomonas sp. NBRC 111144,,,,,13.0599631,,1.0254746,
Pseudomonas sp. URMO17WK12:I11,,,,,11.5133885,,0.6409216,
Pseudomonas sp. RD8MR3,,,,,10.9978637,,0.384553,
Buttiauxella agrestis,,,,,10.1386556,,0.2563687,
Pseudomonas sp. NBRC 111128,,,,,9.9668139,,0.769106,
Franconibacter helveticus,,,,,8.9357642,,,
Pseudomonas sp. C5pp,,,,,7.3891896,,,
Pseudomonas sp. Irchel 3E13,,,,,7.3891896,,0.1281843,
Sphingobium sp. PAMC28499,,,,,0.1718416,,,
Pseudomonas denitrificans (nom. rej.),,,,,0.3436832,,,
Lelliottia amnigena,,33.407066,,,6.0144567,,0.2563687,
Pseudomonas sp. CFA,,,,,0.1718416,,0.2563687,
Pseudomonas sp. GV105,,91.5353608,,,5.8426151,,,
Pseudomonas sp. CCOS 191,,,,,0.3436832,,0.1281843,
Bacillus aryabhattai,,,,,3.0931492,,0.5127373,
Bordetella petrii,,0.3340707,,,1.8902578,,0.2563687,
Stenotrophomonas rhizophila,,0.3340707,,,1.0310497,,1.1536589,
Achromobacter veterisilvae,,3.0066359,,,5.1552486,,0.1281843,
Pseudomonas sp. BML-PP048,,,,,5.1552486,,0.2563687,
Pantoea agglomerans,,1.002212,,,0.1718416,,0.384553,
Acinetobacter sp. NEB 394,,,,,1.374733,,17.0485155,
Chlamydia abortus,,1.3362826,,,4.4678821,,,
Sphingobium estronivorans,,,,,4.1241989,,,
uncultured prokaryote,,,0.132151,,0.1718416,,0.2563687,
Pseudomonas sp. SCB32,,,0.132151,,1.374733,,0.384553,
Chlamydia psittaci,,0.3340707,,,3.608674,,,
Bordetella genomosp. 4,,2.3384946,,,3.608674,,0.769106,
Staphylococcus sp. HMSC34H10,,,,,3.608674,,,
Pseudomonas asiatica,,,,,3.608674,,0.1281843,
Azotobacter chroococcum,,1.3362826,,,3.4368324,,0.769106,
Proteus penneri,,,,,3.4368324,,,
Pseudomonas sp. FFUP_PS_473,,,,,3.4368324,,,
Conocephalum conicum,,,,,3.2649908,,,
Comamonadaceae bacterium,,1.6703533,,,2.9213075,,1.2818433,
Pseudomonas sp. NBRC 111126,,,,,2.7494659,,0.1281843,
Pseudomonas sp. NBRC 111120,,,,,2.5776243,,0.1281843,
Kocuria palustris,,,0.132151,,1.5465746,,,
Pseudomonas lundensis,,19.7101689,,,2.4057827,,0.384553,
Microbacterium foliorum,,,,,0.5155249,,,
Pseudomonas alkylphenolica,,4.3429186,,,2.4057827,,1.2818433,
Sphingomonas sp.,,9.3539785,,,2.2339411,,,
Alcaligenaceae bacterium 429,,,,,2.2339411,,,
Exiguobacterium sp. AM39-5BH,,,,,2.0620994,,,
Raoultella planticola,,0.6681413,0.132151,,1.8902578,,3.3327925,
Sporisorium reilianum,,,,,0.1718416,,,
Marssonina brunnea,,0.3340707,,,0.1718416,,0.1281843,
Pseudomonas sp. JY-Q,,,,,0.1718416,,0.1281843,
Microbacterium sp. ZOR0019,,,,,1.8902578,,0.384553,
Acinetobacter marinus,,0.3340707,0.132151,,1.7184162,,,
Kocuria dechangensis,,4.6769892,,,1.7184162,,0.769106,
Escherichia marmotae,,,,,1.374733,,,
Pseudomonas sp. PONIH3,,,,,0.3436832,,0.384553,
Pseudomonas sp. Leaf58,,,,,1.7184162,,,
Obesumbacterium proteus,,,,,0.1718416,,,
Pseudomonas koreensis,,81.8473117,,,1.5465746,,0.1281843,
Comamonas aquatica,,,,,0.3436832,,0.1281843,
Pseudomonas marincola,,,,,0.8592081,,,
Sphingobium baderi,,0.3340707,,,1.5465746,,,
Pseudomonas sp. AU12215,,,,,1.5465746,,0.1281843,
Sphingobium sp. YG1,,,,,0.1718416,,,
Pseudomonas mangrovi,,,,,1.5465746,,,
Raoultella ornithinolytica,,,,,0.8592081,,1.1536589,
Bordetella hinzii,,1.002212,,,1.0310497,,,
Pseudomonas panacis,,3.3407066,,,0.3436832,,0.2563687,
Pseudomonas sp. 21,,,0.132151,,1.374733,,,
Achromobacter sp. AONIH1,,,,,0.6873665,,,
Pseudomonas sp. SWI44,,,,,0.1718416,,,
Ferrimonas sp. S7,,,,,1.374733,,,
Bordetella trematum,,0.6681413,,,0.3436832,,,
Monosporascus cannonballus,,0.3340707,,,1.2028913,,,
Sphingobium japonicum,,,,,1.2028913,,,
Rhodanobacter denitrificans,,,,,1.2028913,,,
Actinobacteria bacterium HGW-Actinobacteria-11,,,,,1.2028913,,0.1281843,
Enterobacter sp. HN503E2II,,0.6681413,,,1.2028913,,,
Xanthomonas oryzae,,1.002212,,,0.8592081,,,
Enterobacter cancerogenus,,0.3340707,,,0.8592081,,0.1281843,
Achromobacter piechaudii,,0.3340707,,,1.0310497,,0.769106,
Corchorus olitorius,,,,,1.0310497,,0.384553,
Pseudomonas psychrophila,,3.6747773,,,1.0310497,,0.1281843,
Corynebacterium riegelii,,,,,0.3436832,,,
Microbacterium hydrocarbonoxydans,,,,,1.0310497,,0.2563687,
Sporosarcina koreensis,,1.002212,,,1.0310497,,,
Microbacterium sp. XT11,,,,,1.0310497,,0.384553,
Pseudomonas panipatensis,,,,,1.0310497,,0.2563687,
Pseudomonas sp. LD120,,,,,1.0310497,,0.1281843,
Sphingobium lactosutens,,,,,1.0310497,,,
Pseudomonas sp. A214,,,,,0.1718416,,0.1281843,
Sphingomonadales bacterium,,0.3340707,,,1.0310497,,,
Pseudomonas sp. Kh13,,,,,1.0310497,,,
Acinetobacter sp. YH12231,,,,,1.0310497,,,
Pseudomonas sp. CES,,,,,1.0310497,,0.1281843,
Pseudomonas sp. CM25,,,,,1.0310497,,0.1281843,
Pseudomonas sp. OST1909,,23.3849462,,,0.1718416,,,
Streptococcus intermedius,,3.6747773,,,0.8592081,,,
Leptosphaeria maculans,,,,,0.1718416,,,
Burkholderia gladioli,,1.6703533,,,0.8592081,,,
Janthinobacterium lividum,,1.002212,,,0.1718416,,,
Microbacterium esteraromaticum,,0.3340707,,,0.8592081,,,
Sphingobium xenophagum,,,,,0.8592081,,,
Wallemia ichthyophaga,,0.3340707,,,0.8592081,,,
Brevibacterium aurantiacum,,,,,0.8592081,,0.1281843,
Chromobacterium haemolyticum,,1.002212,,,0.8592081,,,
Sphingobium sp. AP49,,,,,0.8592081,,,
Bordetella pseudohinzii,,,,,0.1718416,,,
Pseudomonas helleri,,1804.9837758,,,0.8592081,,0.5127373,
Staphylococcus schweitzeri,,,,,0.8592081,,0.2563687,
Achromobacter sp. 2789STDY5608621,,,0.132151,,0.8592081,,,
Actinobacteria bacterium,,0.3340707,0.132151,,0.8592081,,0.2563687,
Stenotrophomonas sp. ESTM1D_MKCIP4_1,,,,,0.1718416,,,
Enterobacter cloacae complex sp. 742-ADZ3-9B,,,,,0.8592081,,,
Microbacterium sp. PI-1,,,,,0.8592081,,0.2563687,
Pseudomonas nicosulfuronedens,,,,,0.8592081,,,
Pseudomonas sp. 13159349,,,,,0.6873665,,,
Ochrobactrum anthropi,,3.6747773,0.264302,,0.1718416,,,
Vibrio sp.,,1.6703533,,,0.6873665,,,
Streptococcus dysgalactiae,,0.3340707,,,0.3436832,,,
Aspergillus flavus,,0.6681413,0.132151,,0.3436832,,0.1281843,
Gossypium arboreum,,,,,0.6873665,,0.2563687,
Sphingobium chlorophenolicum,,,,,0.6873665,,,
Brevundimonas aurantiaca,,,,,0.6873665,,,
Pseudomonas balearica,,,,,0.6873665,,3.7173455,
Pseudomonas orientalis,,11770.6456331,,,0.6873665,,,
Pseudomonas gessardii,,152.6702916,,,0.6873665,,0.1281843,
Bipolaris oryzae,,,,,0.1718416,,,
Acinetobacter schindleri,,0.3340707,,,0.3436832,,0.384553,
Pseudomonas graminis,,11.3584024,,,0.6873665,,,
uncultured Bacteroides sp.,,,0.264302,,0.6873665,,0.1281843,
Staphylococcus nepalensis,,,0.132151,,0.3436832,,,
Pseudomonas azotifigens,,0.6681413,,,0.6873665,,,
Agrococcus lahaulensis,,,,,0.6873665,,,
Pantoea brenneri,,,,,0.6873665,,0.2563687,
Pseudomonas sp. RW10S1,,,,,0.6873665,,0.6409216,
Pseudorhodoferax soli,,,,,0.6873665,,,
Mixta calida,,,,,0.1718416,,,
Enterobacter bugandensis,,,,,0.6873665,,,
Acinetobacter sp. P8-3-8,,,,,0.6873665,,,
Achromobacter arsenitoxydans,,,,,0.6873665,,0.1281843,
Pseudomonas sp. CC120222-01a,,,,,0.6873665,,,
Chlamydia ibidis,,,,,0.6873665,,,
Pseudomonas lactis,,28273.4021647,0.132151,,0.6873665,,0.1281843,
Pseudomonas sp. NBRC 111124,,,,,0.6873665,,0.1281843,
Magnetospirillum sp. XM-1,,0.3340707,,,0.6873665,,,
Sphingomonas sp. Leaf28,,,,,0.6873665,,,
Bordetella sp. N,,,,,0.6873665,,0.1281843,
Novosphingobium flavum,,,,,0.6873665,,,
Achromobacter sp. 2789STDY5608633,,,,,0.6873665,,,
Rhodocyclaceae bacterium ICHIJ1,,,,,0.6873665,,,
Rothia sp. ND6WE1A,,,,,0.6873665,,,
Rhodocyclaceae bacterium,,0.3340707,,,0.6873665,,0.2563687,
Sphingomonas sp. S-NIH.Pt3_0716,,,,,0.6873665,,,
Microbacterium sp. TPU 3598,,,,,0.1718416,,,
Phytobacter ursingii,,,,,0.6873665,,,
Pseudomonas sp. B14(2017),,,,,0.6873665,,,
Sphingobium sp. IP1,,,,,0.6873665,,,
Microbacterium sp. Y-01,,,,,0.3436832,,,
Pseudomonas sp. HMWF031,,1.3362826,,,0.6873665,,,
Pseudomonas sp. XWY-1,,,,,0.5155249,,0.1281843,
Acinetobacter sichuanensis,,0.6681413,,,0.6873665,,,
Pseudomonas sp. SGAir0191,,,,,0.6873665,,0.1281843,
Pseudomonas sp. K2W31S-8,,,,,0.6873665,,,
Paracoccus sp. AK26,,,,,0.3436832,,,
Pantoea sp. Tr-811,,,,,0.6873665,,0.1281843,
Novosphingobium sp. FGD1,,,,,0.6873665,,,
Psychrobacter sp. KCTC 72983,,,,,0.6873665,,,
Pseudomonas sp. PDM18,,,,,0.6873665,,0.1281843,
Sphingomonas sp. CFBP 13728,,0.3340707,,,0.6873665,,,
Xanthobacter autotrophicus,,,,,0.3436832,,,
Morganella morganii,,,,,0.3436832,,0.2563687,
Gallibacterium anatis,,0.3340707,,,0.5155249,,0.5127373,
Herbaspirillum seropedicae,,0.3340707,,,0.5155249,,,
Streptococcus sanguinis,,2.3384946,,,0.5155249,,,
Bacillus anthracis,,,,,0.5155249,,,
Ligilactobacillus salivarius,,0.3340707,0.132151,,0.1718416,,,
Rhodococcus erythropolis,,7.3495545,0.132151,,0.5155249,,,
Ascosphaera apis,,,,,0.5155249,,,
Robbsia andropogonis,,,,,0.5155249,,,
Aeromonas enteropelogenes,,,,,0.5155249,,,
Microbacterium liquefaciens,,,,,0.5155249,,,
Corynebacterium afermentans,,1.3362826,,,0.5155249,,,
Nematostella vectensis,,,,,0.5155249,,,
Acinetobacter pittii,,7.3495545,0.132151,,0.1718416,,1.6663963,
Rubrivivax sp.,,,,,0.5155249,,,
Pseudomonas resinovorans,,,,,0.5155249,,0.384553,
Citrobacter braakii,,,,,0.3436832,,,
Pluralibacter gergoviae,,,,,0.5155249,,0.384553,
Shewanella baltica,,,,,0.3436832,,,
Lachnoclostridium phytofermentans,,1.6703533,,,0.5155249,,0.1281843,
Pseudomonas rhodesiae,,153.3384329,,,0.5155249,,0.1281843,
Acidovorax avenae,,1.002212,,,0.3436832,,,
Pandoraea sputorum,,,,,0.5155249,,,
Protopolystoma xenopodis,,0.3340707,,,0.5155249,,,
Sphingomonas yabuuchiae,,3.6747773,,,0.5155249,,,
Pseudomonas salomonii,,6284.5372552,,,0.5155249,,,
Pseudomonas jinjuensis,,,,,0.3436832,,,
Dickeya dianthicola,,,,,0.5155249,,,
Kosakonia cowanii,,,,,0.1718416,,,
Pseudomonas sp. BG2dil,,,,,0.5155249,,0.1281843,
Penicillium nordicum,,0.3340707,,,0.5155249,,,
Pseudomonas japonica,,2.004424,,,0.5155249,,0.2563687,
Shewanella decolorationis,,0.3340707,,,0.3436832,,,
Aspergillus brasiliensis,,,0.132151,,0.5155249,,,
Bat coronavirus ZS-2005,,,,,0.5155249,,,
Sphingobium fuliginis,,0.3340707,,,0.5155249,,,
Asticcacaulis benevestitus,,,,,0.5155249,,,
Acinetobacter brisouii,,2.3384946,0.132151,,0.5155249,,,
Mycobacteroides salmoniphilum,,,0.264302,,0.5155249,,0.2563687,
Paraburkholderia bryophila,,,,,0.5155249,,,
Sphingobium ummariense,,,,,0.5155249,,,
Lysobacter spongiicola,,,,,0.5155249,,,
Pandoraea thiooxydans,,,,,0.1718416,,,
Prevotella saccharolytica,,0.6681413,,,0.5155249,,,
Pseudomonas urumqiensis,,,,,0.5155249,,,
Ectocarpus sp. CCAP 1310/34,,,,,0.5155249,,,
Pseudomonas zhaodongensis,,,,,0.5155249,,,
Corynebacterium sp. KPL1859,,,,,0.5155249,,0.1281843,
Sphingobium sp. C100,,,,,0.5155249,,,
Pseudomonas sp. LAIL14HWK12:I1,,,,,0.5155249,,,
Pseudomonas sp. FGI182,,,,,0.5155249,,0.1281843,
Edwardsiella piscicida,,,,,0.1718416,,,
Glaciihabitans tibetensis,,,,,0.5155249,,,
Pseudomonas hussainii,,,,,0.1718416,,,
Methylobacterium sp. UNC300MFChir4.1,,0.6681413,,,0.5155249,,,
Pseudomonas coleopterorum,,2.004424,,,0.5155249,,0.1281843,
Pseudomonas sp. NBRC 111119,,,,,0.5155249,,0.384553,
Pseudomonas sp. NBRC 111140,,,,,0.5155249,,,
Corynebacterium sp. HMSC077D03,,,,,0.5155249,,,
Corynebacterium sp. HMSC072D01,,,,,0.5155249,,,
Burkholderia sp. Bi21MC_S_vitro,,,,,0.5155249,,,
Sphingobium sp. CCH11-B1,,,,,0.5155249,,,
Pseudomonas reidholzensis,,,,,0.5155249,,0.1281843,
Pseudomonas sp. LLC-1,,,,,0.5155249,,0.1281843,
Mycetocola sp.,,,,,0.5155249,,,
Acinetobacter wuhouensis,,1.002212,0.132151,,0.3436832,,0.1281843,
Pseudomonas sp. Irchel s3f19,,,,,0.5155249,,,
filamentous cyanobacterium CCP1,,,,,0.5155249,,,
Microbacterium sp. K24,,,,,0.5155249,,,
Defluviimonas sp. XJ4,,,,,0.5155249,,,
Pseudomonas sp. 8O,,4.3429186,,,0.5155249,,0.1281843,
Pseudomonas sp. FSL R10-2245,,,,,0.5155249,,,
Sphingobium sp. CAP-1,,,,,0.1718416,,,
Pseudomonas sp. TUM18999,,0.6681413,,,0.1718416,,,
Pseudomonas sp. BML-PP042,,,,,0.5155249,,,
Pseudomonas sp. BW13M1,,,,,0.5155249,,,
Achromobacter sp. ACM02,,,,,0.5155249,,,
Sphingobacterium thalpophilum,,,,,0.3436832,,,
Xanthomonas translucens,,,,,0.1718416,,0.1281843,
Moraxella catarrhalis,,5.0110599,0.132151,,0.1718416,,,
Aggregatibacter actinomycetemcomitans,,3.3407066,0.132151,,0.1718416,,0.8972903,
Streptococcus gordonii,,3.6747773,,,0.1718416,,,
Clostridium perfringens,,,,,0.3436832,,,
Bifidobacterium minimum,,,,,0.3436832,,,
Geodermatophilus obscurus,,,,,0.3436832,,,
Microbacterium testaceum,,,,,0.3436832,,,
Halomonas elongata,,,,,0.3436832,,,
Claviceps purpurea,,,,,0.3436832,,,
[Candida] glabrata,,0.3340707,,,0.1718416,,,
Sterigmatomyces halophilus,,,,,0.1718416,,,
Orf virus,,,,,0.3436832,,,
Rarobacter faecitabidus,,,0.132151,,0.3436832,,,
Nitrospirillum amazonense,,0.3340707,,,0.3436832,,,
Pseudomonas flavescens,,,,,0.3436832,,0.1281843,
Comamonas terrigena,,,,,0.3436832,,,
Dermabacter hominis,,,,,0.3436832,,,
Cryptococcus gattii VGI,,,,,0.1718416,,,
Paeniglutamicibacter sulfureus,,,0.132151,,0.3436832,,0.1281843,
[Candida] haemuloni,,0.3340707,,,0.1718416,,0.2563687,
Bacillus sporothermodurans,,,0.132151,,0.3436832,,,
Pseudomonas avellanae,,,,,0.3436832,,5.5119261,
Massilia timonae,,0.3340707,,,0.3436832,,,
Kluyvera ascorbata,,,,,0.3436832,,,
Xanthomonas axonopodis,,0.3340707,,,0.3436832,,0.2563687,
Microbispora rosea,,1.6703533,,,0.3436832,,0.1281843,
Propionibacterium cyclohexanicum,,,0.132151,,0.3436832,,,
Kocuria rhizophila,,0.3340707,,,0.3436832,,,
Bacillus aciditolerans,,,,,0.3436832,,,
Castellaniella defragrans,,,,,0.3436832,,,
Hylemonella gracilis,,0.3340707,,,0.3436832,,,
Simplicispira metamorpha,,,,,0.3436832,,,
Cupriavidus pauculus,,0.3340707,0.264302,,0.3436832,,0.1281843,
Pandoraea apista,,,,,0.3436832,,,
Bacillus sp. OxB-1,,,,,0.3436832,,,
Pseudomonas frederiksbergensis,,15.0331797,,,0.3436832,,0.1281843,
Halomonas sulfidaeris,,,,,0.3436832,,,
Subtercola boreus,,,,,0.3436832,,,
Pannonibacter phragmitetus,,,,,0.3436832,,,
Pseudomonas kilonensis,,1.6703533,,,0.3436832,,,
Nocardia cyriacigeorgica,,,,,0.3436832,,0.1281843,
Kytococcus schroeteri,,0.3340707,,,0.3436832,,0.1281843,
Pseudomonas extremorientalis,,3.0066359,,,0.3436832,,,
Pseudomonas umsongensis,,0.3340707,,,0.3436832,,,
Pseudomonas poae,,273.2697998,,,0.3436832,,,
Variovorax sp. WDL1,,,,,0.3436832,,,
uncultured Blastococcus sp.,,,,,0.3436832,,,
Pseudomonas lutea,,0.3340707,,,0.3436832,,,
Azomonas insignis,,,,,0.3436832,,,
Pseudomonas pudica,,,,,0.3436832,,,
Collimonas arenae,,0.3340707,,,0.3436832,,,
Pseudomonas argentinensis,,,,,0.3436832,,,
Advenella kashmirensis,,,,,0.1718416,,,
Sphingomonas sp. SKA58,,,,,0.3436832,,,
Pseudomonas vranovensis,,2.004424,,,0.3436832,,,
Pseudomonas simiae,,3539.1445716,,,0.3436832,,,
Truepera radiovictrix,,,,,0.3436832,,,
Cinnamomum micranthum,,,,,0.3436832,,0.1281843,
Bacteroides xylanisolvens,,0.3340707,,,0.3436832,,,
Cronobacter dublinensis,,,,,0.3436832,,,
Cronobacter malonaticus,,,,,0.3436832,,0.2563687,
Brevibacterium marinum,,,,,0.3436832,,,
Demequina lutea,,,,,0.3436832,,,
Actinomyces massiliensis,,,,,0.3436832,,,
Pseudomonas sp. RW1P2,,,,,0.3436832,,,
Pseudomonas sp. RW3S2,,,,,0.3436832,,,
Pseudomonas sp. RW4S2,,,,,0.3436832,,,
Pseudomonas chengduensis,,17.0376037,,,0.3436832,,,
Mesorhizobium metallidurans,,,,,0.3436832,,,
Dyella soli,,,,,0.3436832,,,
Brachybacterium saurashtrense,,,,,0.3436832,,,
Micrococcus terreus,,,0.264302,,0.3436832,,,
Eoetvoesia caeni,,,,,0.3436832,,,
Candidimonas nitroreducens,,,,,0.3436832,,,
Klebsiella sp. MS 92-3,,,,,0.3436832,,,
Acinetobacter indicus,,8.6858372,1.3215099,,0.3436832,,0.5127373,
Kangiella spongicola,,,,,0.3436832,,,
Sphingomonas sp. SH,,,,,0.3436832,,,
Mycolicibacterium iranicum,,,0.264302,,0.3436832,,0.2563687,
Pseudomonas nitritireducens,,,,,0.3436832,,0.1281843,
Cupriavidus plantarum,,,,,0.3436832,,,
Candidatus Kinetoplastibacterium galatii,,0.6681413,,,0.3436832,,,
Oceanobacillus indicireducens,,,,,0.3436832,,,
Pseudomonas sp. StFLB209,,,,,0.3436832,,0.2563687,
Kocuria indica,,,,,0.3436832,,,
Sphingobium barthaii,,,,,0.3436832,,,
Pseudomonas nosocomialis,,1.002212,,,0.3436832,,,
Limnohabitans sp. Rim47,,,,,0.3436832,,,
Undibacterium macrobrachii,,,,,0.3436832,,,
Prevotella sp. ICM33,,,,,0.3436832,,,
Lonsdalea populi,,0.3340707,,,0.3436832,,,
Acidovorax wautersii,,,0.132151,,0.3436832,,,
Corynebacterium sp. KPL1860,,,,,0.3436832,,,
uncultured Pseudoflavonifractor sp.,,,,,0.3436832,,,
Aspergillus felis,,,,,0.1718416,,,
Achromobacter agilis,,0.3340707,,,0.3436832,,,
Rhizobium rosettiformans,,,,,0.3436832,,,
Pseudomonas aestus,,0.6681413,,,0.3436832,,,
Pseudomonas oryzae,,0.3340707,,,0.3436832,,0.1281843,
Bordetella genomosp. 5,,0.6681413,,,0.3436832,,,
Acinetobacter sp. YZS-X1-1,,,,,0.3436832,,,
Cercospora malayensis,,,,,0.3436832,,,
Corynebacterium sp. HMSC05H05,,0.3340707,,,0.3436832,,,
Arthrobacter sp. HMSC08H08,,,,,0.3436832,,,
Microbacterium sp. MEJ108Y,,,,,0.3436832,,,
Sphingomonas hengshuiensis,,,,,0.3436832,,,
Niveispirillum cyanobacteriorum,,,,,0.3436832,,,
Rathayibacter agropyri,,,,,0.3436832,,,
Pelagibacterium sp. SCN 63-23,,,,,0.3436832,,,
Pseudomonas sp. NBRC 111117,,,,,0.3436832,,,
Pseudomonas sp. NBRC 111121,,,,,0.3436832,,,
Pseudomonas sp. NBRC 111130,,,,,0.3436832,,,
Pseudomonas sp. GTC 16482,,,,,0.3436832,,0.1281843,
Blastomyces gilchristii,,,,,0.1718416,,,
Achromobacter sp. DMS1,,0.6681413,,,0.3436832,,,
Prevotella colorans,,,,,0.3436832,,,
Morchella eohespera,,,,,0.3436832,,,
Corynebacterium sp. HMSC074C01,,,,,0.3436832,,,
Sediminivirga luteola,,,,,0.3436832,,,
Microbacterium sp. HM58-2,,,,,0.3436832,,,
Curtobacterium sp. 9128,,,,,0.3436832,,,
Stanieria sp. NIES-3757,,,,,0.3436832,,,
Candidatus Aquiluna sp. UB-MaderosW2red,,,,,0.3436832,,,
Rhodobacteraceae bacterium (ex Bugula neritina AB1),,,,,0.3436832,,,
Pseudomonas sp. SG-MS2,,,,,0.3436832,,,
Pseudomonas sp. FSL W5-0299,,,,,0.3436832,,,
Pseudomonas sp. T,,,0.132151,,0.3436832,,0.2563687,
Mediterranea sp. An20,,,,,0.3436832,,,
Elsinoe sp.,,,,,0.3436832,,,
Pseudomonadales bacterium 32-61-5,,0.3340707,,,0.3436832,,0.1281843,
